city_region,graph_type,value_name,city_name,value
north_america,tab-profit,transport_infrastructure,san_francisco,10.7%
north_america,tab-profit,economic_development,san_francisco,15.1%
north_america,tab-profit,ease_of_doing_business,san_francisco,14%
north_america,tab-profit,tourism,san_francisco,5.1%
north_america,tab-profit,connectivity,san_francisco,11.3%
north_america,tab-profit,employment,san_francisco,8.2%
middle_east,tab-profit,all,abu_dhabi,64.3%
middle_east,tab-profit,transport_infrastructure,abu_dhabi,9%
middle_east,tab-profit,economic_development,abu_dhabi,12.6%
middle_east,tab-profit,ease_of_doing_business,abu_dhabi,10.4%
middle_east,tab-profit,tourism,abu_dhabi,3.8%
middle_east,tab-profit,connectivity,abu_dhabi,13.4%
middle_east,tab-profit,employment,abu_dhabi,15.2%
europe,tab-profit,all,vienna,64.2%
europe,tab-profit,transport_infrastructure,vienna,9.9%
europe,tab-profit,economic_development,vienna,9.9%
europe,tab-profit,ease_of_doing_business,vienna,12%
europe,tab-profit,tourism,vienna,9.1%
europe,tab-profit,connectivity,vienna,13.4%
europe,tab-profit,employment,vienna,9.9%
asia,tab-profit,all,macau,63.9%
asia,tab-profit,transport_infrastructure,macau,8.1%
asia,tab-profit,economic_development,macau,16.7%
asia,tab-profit,ease_of_doing_business,macau,4.1%
asia,tab-profit,tourism,macau,16.7%
asia,tab-profit,connectivity,macau,3.7%
asia,tab-profit,employment,macau,14.7%
europe,tab-profit,all,amsterdam,63.3%
europe,tab-profit,transport_infrastructure,amsterdam,10.7%
europe,tab-profit,economic_development,amsterdam,9.1%
europe,tab-profit,ease_of_doing_business,amsterdam,10.8%
europe,tab-profit,tourism,amsterdam,9.4%
europe,tab-profit,connectivity,amsterdam,13.2%
europe,tab-profit,employment,amsterdam,10.1%
europe,tab-profit,all,copenhagen,63%
europe,tab-profit,transport_infrastructure,copenhagen,9.9%
europe,tab-profit,economic_development,copenhagen,8.5%
europe,tab-profit,ease_of_doing_business,copenhagen,15.2%
europe,tab-profit,tourism,copenhagen,7.4%
europe,tab-profit,connectivity,copenhagen,12.9%
europe,tab-profit,employment,copenhagen,9.2%
asia,tab-profit,all,seoul,62.9%
asia,tab-profit,transport_infrastructure,seoul,10.9%
asia,tab-profit,economic_development,seoul,6.7%
asia,tab-profit,ease_of_doing_business,seoul,14.9%
asia,tab-profit,tourism,seoul,9%
asia,tab-profit,connectivity,seoul,11.6%
asia,tab-profit,employment,seoul,9.8%
asia,tab-profit,all,kuala_lumpur,62.9%
asia,tab-profit,transport_infrastructure,kuala_lumpur,8.1%
asia,tab-profit,economic_development,kuala_lumpur,5.3%
asia,tab-profit,ease_of_doing_business,kuala_lumpur,12.4%
asia,tab-profit,tourism,kuala_lumpur,15.7%
asia,tab-profit,connectivity,kuala_lumpur,12.2%
asia,tab-profit,employment,kuala_lumpur,9.1%
australasia,tab-profit,all,canberra,62.6%
australasia,tab-profit,transport_infrastructure,canberra,14.9%
australasia,tab-profit,economic_development,canberra,14.4%
australasia,tab-profit,ease_of_doing_business,canberra,12.9%
australasia,tab-profit,tourism,canberra,1.7%
australasia,tab-profit,connectivity,canberra,7.8%
australasia,tab-profit,employment,canberra,10.9%
north_america,tab-profit,all,washington,61.5%
north_america,tab-profit,transport_infrastructure,washington,7.6%
north_america,tab-profit,economic_development,washington,15.3%
north_america,tab-profit,ease_of_doing_business,washington,14%
north_america,tab-profit,tourism,washington,3.2%
north_america,tab-profit,connectivity,washington,11.3%
north_america,tab-profit,employment,washington,10.2%
north_america,tab-profit,all,boston,60.5%
north_america,tab-profit,transport_infrastructure,boston,5.8%
north_america,tab-profit,economic_development,boston,16%
north_america,tab-profit,ease_of_doing_business,boston,14%
north_america,tab-profit,tourism,boston,2.6%
north_america,tab-profit,connectivity,boston,11.3%
north_america,tab-profit,employment,boston,10.9%
europe,tab-profit,all,frankfurt,60.2%
europe,tab-profit,transport_infrastructure,frankfurt,9.5%
europe,tab-profit,economic_development,frankfurt,10.5%
europe,tab-profit,ease_of_doing_business,frankfurt,12.8%
europe,tab-profit,tourism,frankfurt,3.1%
europe,tab-profit,connectivity,frankfurt,12.8%
europe,tab-profit,employment,frankfurt,11.4%
north_america,tab-profit,all,denver,59.5%
north_america,tab-profit,transport_infrastructure,denver,13.8%
north_america,tab-profit,economic_development,denver,12.8%
north_america,tab-profit,ease_of_doing_business,denver,14%
north_america,tab-profit,tourism,denver,0.5%
north_america,tab-profit,connectivity,denver,9.6%
north_america,tab-profit,employment,denver,8.7%
europe,tab-profit,all,hamburg,58.1%
europe,tab-profit,transport_infrastructure,hamburg,10.3%
europe,tab-profit,economic_development,hamburg,10.1%
europe,tab-profit,ease_of_doing_business,hamburg,12.8%
europe,tab-profit,tourism,hamburg,2.2%
europe,tab-profit,connectivity,hamburg,11.7%
europe,tab-profit,employment,hamburg,10.9%
australasia,tab-profit,all,melbourne,57.8%
australasia,tab-profit,transport_infrastructure,melbourne,13%
australasia,tab-profit,economic_development,melbourne,8%
australasia,tab-profit,ease_of_doing_business,melbourne,12.9%
australasia,tab-profit,tourism,melbourne,3.3%
australasia,tab-profit,connectivity,melbourne,11.4%
australasia,tab-profit,employment,melbourne,9.1%
asia,tab-profit,all,taipei,57.7%
asia,tab-profit,transport_infrastructure,taipei,3.7%
asia,tab-profit,economic_development,taipei,9.3%
asia,tab-profit,ease_of_doing_business,taipei,13.2%
asia,tab-profit,tourism,taipei,11%
asia,tab-profit,connectivity,taipei,12.4%
asia,tab-profit,employment,taipei,8.1%
asia,tab-profit,all,tokyo,56.8%
asia,tab-profit,transport_infrastructure,tokyo,8.9%
asia,tab-profit,economic_development,tokyo,8.8%
asia,tab-profit,ease_of_doing_business,tokyo,10.2%
asia,tab-profit,tourism,tokyo,5.5%
asia,tab-profit,connectivity,tokyo,13.5%
asia,tab-profit,employment,tokyo,9.9%
north_america,tab-profit,all,vancouver,56.5%
north_america,tab-profit,transport_infrastructure,vancouver,10.7%
north_america,tab-profit,economic_development,vancouver,8.9%
north_america,tab-profit,ease_of_doing_business,vancouver,12.9%
north_america,tab-profit,tourism,vancouver,4.6%
north_america,tab-profit,connectivity,vancouver,9.4%
north_america,tab-profit,employment,vancouver,9.9%
australasia,tab-profit,all,brisbane,56.5%
australasia,tab-profit,transport_infrastructure,brisbane,12.5%
australasia,tab-profit,economic_development,brisbane,8.4%
australasia,tab-profit,ease_of_doing_business,brisbane,12.9%
australasia,tab-profit,tourism,brisbane,2.9%
australasia,tab-profit,connectivity,brisbane,10.4%
australasia,tab-profit,employment,brisbane,9.3%
north_america,tab-profit,all,dallas,56.4%
north_america,tab-profit,transport_infrastructure,dallas,10.7%
north_america,tab-profit,economic_development,dallas,12.3%
north_america,tab-profit,ease_of_doing_business,dallas,14%
north_america,tab-profit,tourism,dallas,0.7%
north_america,tab-profit,connectivity,dallas,10.7%
north_america,tab-profit,employment,dallas,8.1%
europe,tab-profit,all,berlin,56.1%
europe,tab-profit,transport_infrastructure,berlin,7.8%
europe,tab-profit,economic_development,berlin,7.2%
europe,tab-profit,ease_of_doing_business,berlin,12.8%
europe,tab-profit,tourism,berlin,7.3%
europe,tab-profit,connectivity,berlin,11.7%
europe,tab-profit,employment,berlin,9.3%
north_america,tab-profit,all,seattle,56%
north_america,tab-profit,transport_infrastructure,seattle,6.1%
north_america,tab-profit,economic_development,seattle,15.3%
north_america,tab-profit,ease_of_doing_business,seattle,14%
north_america,tab-profit,tourism,seattle,1.2%
north_america,tab-profit,connectivity,seattle,9.6%
north_america,tab-profit,employment,seattle,9.8%
europe,tab-profit,all,madrid,55.7%
europe,tab-profit,transport_infrastructure,madrid,13.8%
europe,tab-profit,economic_development,madrid,7.8%
europe,tab-profit,ease_of_doing_business,madrid,10.2%
europe,tab-profit,tourism,madrid,5.5%
europe,tab-profit,connectivity,madrid,11.2%
europe,tab-profit,employment,madrid,7.2%
australasia,tab-profit,all,sydney,55.7%
australasia,tab-profit,transport_infrastructure,sydney,7%
australasia,tab-profit,economic_development,sydney,9.4%
australasia,tab-profit,ease_of_doing_business,sydney,12.9%
australasia,tab-profit,tourism,sydney,4.7%
australasia,tab-profit,connectivity,sydney,12.5%
australasia,tab-profit,employment,sydney,9.1%
europe,tab-profit,all,warsaw,55.2%
europe,tab-profit,transport_infrastructure,warsaw,2.3%
europe,tab-profit,economic_development,warsaw,9.9%
europe,tab-profit,ease_of_doing_business,warsaw,11.1%
europe,tab-profit,tourism,warsaw,8.1%
europe,tab-profit,connectivity,warsaw,11.8%
europe,tab-profit,employment,warsaw,12.1%
north_america,tab-profit,all,houston,55%
north_america,tab-profit,transport_infrastructure,houston,5.8%
north_america,tab-profit,economic_development,houston,15.7%
north_america,tab-profit,ease_of_doing_business,houston,14%
north_america,tab-profit,tourism,houston,1.4%
north_america,tab-profit,connectivity,houston,10.7%
north_america,tab-profit,employment,houston,7.4%
north_america,tab-profit,all,toronto,54.8%
north_america,tab-profit,transport_infrastructure,toronto,7.5%
north_america,tab-profit,economic_development,toronto,9.2%
north_america,tab-profit,ease_of_doing_business,toronto,12.9%
north_america,tab-profit,tourism,toronto,4.4%
north_america,tab-profit,connectivity,toronto,11%
north_america,tab-profit,employment,toronto,9.8%
europe,tab-profit,all,dublin,54.7%
europe,tab-profit,transport_infrastructure,dublin,4.1%
europe,tab-profit,economic_development,dublin,10.5%
europe,tab-profit,ease_of_doing_business,dublin,12.4%
europe,tab-profit,tourism,dublin,9.5%
europe,tab-profit,connectivity,dublin,10.9%
europe,tab-profit,employment,dublin,7.2%
europe,tab-profit,all,antwerp,54.4%
europe,tab-profit,transport_infrastructure,antwerp,6.3%
europe,tab-profit,economic_development,antwerp,7.3%
europe,tab-profit,ease_of_doing_business,antwerp,9%
europe,tab-profit,tourism,antwerp,5.1%
europe,tab-profit,connectivity,antwerp,10.1%
europe,tab-profit,employment,antwerp,16.7%
north_america,tab-profit,all,miami,54.4%
north_america,tab-profit,transport_infrastructure,miami,4.3%
north_america,tab-profit,economic_development,miami,9%
north_america,tab-profit,ease_of_doing_business,miami,14%
north_america,tab-profit,tourism,miami,10%
north_america,tab-profit,connectivity,miami,11.3%
north_america,tab-profit,employment,miami,6%
europe,tab-profit,all,geneva,54.1%
europe,tab-profit,transport_infrastructure,geneva,7.7%
europe,tab-profit,economic_development,geneva,10.8%
europe,tab-profit,ease_of_doing_business,geneva,10.8%
europe,tab-profit,tourism,geneva,0.7%
europe,tab-profit,connectivity,geneva,12%
europe,tab-profit,employment,geneva,12%
europe,tab-profit,all,barcelona,54.1%
europe,tab-profit,transport_infrastructure,barcelona,10.9%
europe,tab-profit,economic_development,barcelona,7.1%
europe,tab-profit,ease_of_doing_business,barcelona,10.2%
europe,tab-profit,tourism,barcelona,9%
europe,tab-profit,connectivity,barcelona,10.7%
europe,tab-profit,employment,barcelona,6.1%
europe,tab-profit,all,moscow,53.9%
europe,tab-profit,transport_infrastructure,moscow,6.3%
europe,tab-profit,economic_development,moscow,9.3%
europe,tab-profit,ease_of_doing_business,moscow,8.3%
europe,tab-profit,tourism,moscow,5.4%
europe,tab-profit,connectivity,moscow,12.8%
europe,tab-profit,employment,moscow,11.8%
north_america,tab-profit,all,chicago,53.6%
north_america,tab-profit,transport_infrastructure,chicago,5.7%
north_america,tab-profit,economic_development,chicago,12.1%
north_america,tab-profit,ease_of_doing_business,chicago,14%
north_america,tab-profit,tourism,chicago,1.9%
north_america,tab-profit,connectivity,chicago,11.8%
north_america,tab-profit,employment,chicago,8.1%
europe,tab-profit,all,rotterdam,53.5%
europe,tab-profit,transport_infrastructure,rotterdam,11.6%
europe,tab-profit,economic_development,rotterdam,9.1%
europe,tab-profit,ease_of_doing_business,rotterdam,10.8%
europe,tab-profit,tourism,rotterdam,0.8%
europe,tab-profit,connectivity,rotterdam,11.1%
europe,tab-profit,employment,rotterdam,10.1%
north_america,tab-profit,all,los_angeles,53.4%
north_america,tab-profit,transport_infrastructure,los_angeles,2.6%
north_america,tab-profit,economic_development,los_angeles,13.5%
north_america,tab-profit,ease_of_doing_business,los_angeles,13.2%
north_america,tab-profit,tourism,los_angeles,5.6%
north_america,tab-profit,connectivity,los_angeles,11.8%
north_america,tab-profit,employment,los_angeles,6.7%
north_america,tab-profit,all,atlanta,53.3%
north_america,tab-profit,transport_infrastructure,atlanta,9%
north_america,tab-profit,economic_development,atlanta,10.8%
north_america,tab-profit,ease_of_doing_business,atlanta,14%
north_america,tab-profit,tourism,atlanta,1.2%
north_america,tab-profit,connectivity,atlanta,11.3%
north_america,tab-profit,employment,atlanta,7.1%
europe,tab-profit,all,rome,52.4%
europe,tab-profit,transport_infrastructure,rome,2.9%
europe,tab-profit,economic_development,rome,7.5%
europe,tab-profit,ease_of_doing_business,rome,8.8%
europe,tab-profit,tourism,rome,13.8%
europe,tab-profit,connectivity,rome,11.3%
europe,tab-profit,employment,rome,8.1%
middle_east,tab-profit,all,doha,51.9%
middle_east,tab-profit,transport_infrastructure,doha,8.8%
middle_east,tab-profit,economic_development,doha,13.7%
middle_east,tab-profit,ease_of_doing_business,doha,5.6%
middle_east,tab-profit,tourism,doha,9.6%
middle_east,tab-profit,connectivity,doha,13.1%
middle_east,tab-profit,employment,doha,1.1%
uk,tab-profit,all,manchester,51.7%
uk,tab-profit,transport_infrastructure,manchester,7.2%
uk,tab-profit,economic_development,manchester,6.9%
uk,tab-profit,ease_of_doing_business,manchester,14.2%
uk,tab-profit,tourism,manchester,2.4%
uk,tab-profit,connectivity,manchester,11.8%
uk,tab-profit,employment,manchester,9.3%
north_america,tab-profit,all,baltimore,51.2%
north_america,tab-profit,transport_infrastructure,baltimore,5.8%
north_america,tab-profit,economic_development,baltimore,12.9%
north_america,tab-profit,ease_of_doing_business,baltimore,14%
north_america,tab-profit,tourism,baltimore,0.4%
north_america,tab-profit,connectivity,baltimore,9.1%
north_america,tab-profit,employment,baltimore,9%
asia,tab-profit,all,bangkok,50.9%
asia,tab-profit,transport_infrastructure,bangkok,7.4%
asia,tab-profit,economic_development,bangkok,3.5%
asia,tab-profit,ease_of_doing_business,bangkok,8.5%
asia,tab-profit,tourism,bangkok,15.7%
asia,tab-profit,connectivity,bangkok,8.4%
asia,tab-profit,employment,bangkok,7.3%
north_america,tab-profit,all,montreal,50.8%
north_america,tab-profit,transport_infrastructure,montreal,6.4%
north_america,tab-profit,economic_development,montreal,7.7%
north_america,tab-profit,ease_of_doing_business,montreal,12.9%
north_america,tab-profit,tourism,montreal,4.7%
north_america,tab-profit,connectivity,montreal,9.9%
north_america,tab-profit,employment,montreal,9.1%
north_america,tab-profit,all,philadelphia,50.7%
north_america,tab-profit,transport_infrastructure,philadelphia,5.4%
north_america,tab-profit,economic_development,philadelphia,11.8%
north_america,tab-profit,ease_of_doing_business,philadelphia,14%
north_america,tab-profit,tourism,philadelphia,1%
north_america,tab-profit,connectivity,philadelphia,10.7%
north_america,tab-profit,employment,philadelphia,7.8%
asia,tab-profit,all,shenzhen,49.6%
asia,tab-profit,transport_infrastructure,shenzhen,5.8%
asia,tab-profit,economic_development,shenzhen,6.6%
asia,tab-profit,ease_of_doing_business,shenzhen,4.1%
asia,tab-profit,tourism,shenzhen,14.8%
asia,tab-profit,connectivity,shenzhen,5.8%
asia,tab-profit,employment,shenzhen,12.6%
europe,tab-profit,all,milan,49.5%
europe,tab-profit,transport_infrastructure,milan,4.5%
europe,tab-profit,economic_development,milan,8.2%
europe,tab-profit,ease_of_doing_business,milan,8.8%
europe,tab-profit,tourism,milan,7.6%
europe,tab-profit,connectivity,milan,12.3%
europe,tab-profit,employment,milan,8.1%
australasia,tab-profit,all,wellington,49.1%
australasia,tab-profit,transport_infrastructure,wellington,3%
australasia,tab-profit,economic_development,wellington,11.4%
australasia,tab-profit,ease_of_doing_business,wellington,16.4%
australasia,tab-profit,tourism,wellington,5.3%
australasia,tab-profit,connectivity,wellington,7.8%
australasia,tab-profit,employment,wellington,5.2%
north_america,tab-profit,all,new_orleans,48.9%
north_america,tab-profit,transport_infrastructure,new_orleans,6.4%
north_america,tab-profit,economic_development,new_orleans,12.1%
north_america,tab-profit,ease_of_doing_business,new_orleans,14%
north_america,tab-profit,tourism,new_orleans,1.4%
north_america,tab-profit,connectivity,new_orleans,7.6%
north_america,tab-profit,employment,new_orleans,7.4%
uk,tab-profit,all,birmingham,48.8%
uk,tab-profit,transport_infrastructure,birmingham,7%
uk,tab-profit,economic_development,birmingham,6.1%
uk,tab-profit,ease_of_doing_business,birmingham,14.2%
uk,tab-profit,tourism,birmingham,2.1%
uk,tab-profit,connectivity,birmingham,11.3%
uk,tab-profit,employment,birmingham,8.1%
europe,tab-profit,all,lisbon,48.5%
europe,tab-profit,transport_infrastructure,lisbon,7.5%
europe,tab-profit,economic_development,lisbon,6.3%
europe,tab-profit,ease_of_doing_business,lisbon,11.6%
europe,tab-profit,tourism,lisbon,5%
europe,tab-profit,connectivity,lisbon,9.4%
europe,tab-profit,employment,lisbon,8.7%
north_america,tab-profit,all,indianapolis,48.4%
north_america,tab-profit,transport_infrastructure,indianapolis,5.6%
north_america,tab-profit,economic_development,indianapolis,11.8%
north_america,tab-profit,ease_of_doing_business,indianapolis,14%
north_america,tab-profit,tourism,indianapolis,0%
north_america,tab-profit,connectivity,indianapolis,7.6%
north_america,tab-profit,employment,indianapolis,9.5%
north_america,tab-profit,all,pittsburgh,48.4%
north_america,tab-profit,transport_infrastructure,pittsburgh,4.9%
north_america,tab-profit,economic_development,pittsburgh,12.1%
north_america,tab-profit,ease_of_doing_business,pittsburgh,14%
north_america,tab-profit,tourism,pittsburgh,0.8%
north_america,tab-profit,connectivity,pittsburgh,7.6%
north_america,tab-profit,employment,pittsburgh,9.1%
uk,tab-profit,all,glasgow,48.2%
uk,tab-profit,transport_infrastructure,glasgow,4.8%
uk,tab-profit,economic_development,glasgow,7.5%
uk,tab-profit,ease_of_doing_business,glasgow,14.2%
uk,tab-profit,tourism,glasgow,2.1%
uk,tab-profit,connectivity,glasgow,10.2%
uk,tab-profit,employment,glasgow,9.4%
north_america,tab-profit,all,detroit,46.3%
north_america,tab-profit,transport_infrastructure,detroit,5.6%
north_america,tab-profit,economic_development,detroit,9.8%
north_america,tab-profit,ease_of_doing_business,detroit,14%
north_america,tab-profit,tourism,detroit,0.3%
north_america,tab-profit,connectivity,detroit,9.6%
north_america,tab-profit,employment,detroit,6.9%
europe,tab-profit,all,brussels,46.2%
europe,tab-profit,transport_infrastructure,brussels,4.2%
europe,tab-profit,economic_development,brussels,9.4%
europe,tab-profit,ease_of_doing_business,brussels,9%
europe,tab-profit,tourism,brussels,4.4%
europe,tab-profit,connectivity,brussels,12.2%
europe,tab-profit,employment,brussels,7%
asia,tab-profit,all,beijing,45.3%
asia,tab-profit,transport_infrastructure,beijing,9.2%
asia,tab-profit,economic_development,beijing,4.3%
asia,tab-profit,ease_of_doing_business,beijing,4.1%
asia,tab-profit,tourism,beijing,4.2%
asia,tab-profit,connectivity,beijing,8.4%
asia,tab-profit,employment,beijing,15%
middle_east,tab-profit,all,kuwait_city,44.4%
middle_east,tab-profit,transport_infrastructure,kuwait_city,0%
middle_east,tab-profit,economic_development,kuwait_city,11.3%
middle_east,tab-profit,ease_of_doing_business,kuwait_city,2.7%
middle_east,tab-profit,tourism,kuwait_city,0.6%
middle_east,tab-profit,connectivity,kuwait_city,13.2%
middle_east,tab-profit,employment,kuwait_city,16.7%
uk,tab-profit,all,leeds,44.4%
uk,tab-profit,transport_infrastructure,leeds,3.5%
uk,tab-profit,economic_development,leeds,6.5%
uk,tab-profit,ease_of_doing_business,leeds,14.2%
uk,tab-profit,tourism,leeds,1.3%
uk,tab-profit,connectivity,leeds,10.2%
uk,tab-profit,employment,leeds,8.7%
north_america,tab-profit,all,tampa,43.5%
north_america,tab-profit,transport_infrastructure,tampa,3.7%
north_america,tab-profit,economic_development,tampa,9.1%
north_america,tab-profit,ease_of_doing_business,tampa,14%
north_america,tab-profit,tourism,tampa,1.3%
north_america,tab-profit,connectivity,tampa,9.1%
north_america,tab-profit,employment,tampa,6.3%
europe,tab-profit,all,lyon,43.4%
europe,tab-profit,transport_infrastructure,lyon,5.3%
europe,tab-profit,economic_development,lyon,8.7%
europe,tab-profit,ease_of_doing_business,lyon,10.8%
europe,tab-profit,tourism,lyon,0.6%
europe,tab-profit,connectivity,lyon,9.4%
europe,tab-profit,employment,lyon,8.6%
europe,tab-profit,all,athens,38.9%
europe,tab-profit,transport_infrastructure,athens,6.5%
europe,tab-profit,economic_development,athens,6.3%
europe,tab-profit,ease_of_doing_business,athens,6.9%
europe,tab-profit,tourism,athens,5.5%
europe,tab-profit,connectivity,athens,9.4%
europe,tab-profit,employment,athens,4.2%
africa,tab-profit,all,johannesburg,38.8%
africa,tab-profit,transport_infrastructure,johannesburg,9.6%
africa,tab-profit,economic_development,johannesburg,2.8%
africa,tab-profit,ease_of_doing_business,johannesburg,5.1%
africa,tab-profit,tourism,johannesburg,7%
africa,tab-profit,connectivity,johannesburg,10%
africa,tab-profit,employment,johannesburg,4.4%
latin_america,tab-profit,all,lima,38.6%
latin_america,tab-profit,transport_infrastructure,lima,6.3%
latin_america,tab-profit,economic_development,lima,2.8%
latin_america,tab-profit,ease_of_doing_business,lima,8.4%
latin_america,tab-profit,tourism,lima,4.4%
latin_america,tab-profit,connectivity,lima,6.4%
latin_america,tab-profit,employment,lima,10.3%
europe,tab-profit,all,istanbul,36.8%
europe,tab-profit,transport_infrastructure,istanbul,0.8%
europe,tab-profit,economic_development,istanbul,4.6%
europe,tab-profit,ease_of_doing_business,istanbul,7.3%
europe,tab-profit,tourism,istanbul,12.5%
europe,tab-profit,connectivity,istanbul,7.7%
europe,tab-profit,employment,istanbul,3.8%
latin_america,tab-profit,all,santiago,36.7%
latin_america,tab-profit,transport_infrastructure,santiago,4.1%
latin_america,tab-profit,economic_development,santiago,4.4%
latin_america,tab-profit,ease_of_doing_business,santiago,8.5%
latin_america,tab-profit,tourism,santiago,1.1%
latin_america,tab-profit,connectivity,santiago,11.1%
latin_america,tab-profit,employment,santiago,7.5%
asia,tab-profit,all,shanghai,36.5%
asia,tab-profit,transport_infrastructure,shanghai,8.7%
asia,tab-profit,economic_development,shanghai,4.5%
asia,tab-profit,ease_of_doing_business,shanghai,4.3%
asia,tab-profit,tourism,shanghai,6.1%
asia,tab-profit,connectivity,shanghai,8.4%
asia,tab-profit,employment,shanghai,4.5%
asia,tab-profit,all,guangzhou,35.6%
asia,tab-profit,transport_infrastructure,guangzhou,5.3%
asia,tab-profit,economic_development,guangzhou,5.6%
asia,tab-profit,ease_of_doing_business,guangzhou,4.1%
asia,tab-profit,tourism,guangzhou,8.8%
asia,tab-profit,connectivity,guangzhou,6.8%
asia,tab-profit,employment,guangzhou,5.1%
middle_east,tab-profit,all,riyadh,35.3%
middle_east,tab-profit,transport_infrastructure,riyadh,3.5%
middle_east,tab-profit,economic_development,riyadh,4%
middle_east,tab-profit,ease_of_doing_business,riyadh,4.2%
middle_east,tab-profit,tourism,riyadh,5.3%
middle_east,tab-profit,connectivity,riyadh,12.1%
middle_east,tab-profit,employment,riyadh,6.2%
africa,tab-profit,all,cape_town,33.4%
africa,tab-profit,transport_infrastructure,cape_town,11.1%
africa,tab-profit,economic_development,cape_town,2.3%
africa,tab-profit,ease_of_doing_business,cape_town,5.1%
africa,tab-profit,tourism,cape_town,2.2%
africa,tab-profit,connectivity,cape_town,9.5%
africa,tab-profit,employment,cape_town,3.3%
middle_east,tab-profit,all,jeddah,31.9%
middle_east,tab-profit,transport_infrastructure,jeddah,3.3%
middle_east,tab-profit,economic_development,jeddah,3.9%
middle_east,tab-profit,ease_of_doing_business,jeddah,4.2%
middle_east,tab-profit,tourism,jeddah,5.2%
middle_east,tab-profit,connectivity,jeddah,11%
middle_east,tab-profit,employment,jeddah,4.3%
latin_america,tab-profit,all,buenos_aires,30.6%
latin_america,tab-profit,transport_infrastructure,buenos_aires,2.8%
latin_america,tab-profit,economic_development,buenos_aires,4.4%
latin_america,tab-profit,ease_of_doing_business,buenos_aires,0.9%
latin_america,tab-profit,tourism,buenos_aires,2.9%
latin_america,tab-profit,connectivity,buenos_aires,12.2%
latin_america,tab-profit,employment,buenos_aires,7.4%
latin_america,tab-profit,all,mexico_city,30.4%
latin_america,tab-profit,transport_infrastructure,mexico_city,1.2%
latin_america,tab-profit,economic_development,mexico_city,3.4%
latin_america,tab-profit,ease_of_doing_business,mexico_city,9.4%
latin_america,tab-profit,tourism,mexico_city,2.5%
latin_america,tab-profit,connectivity,mexico_city,7.4%
latin_america,tab-profit,employment,mexico_city,6.6%
latin_america,tab-profit,all,sao_paulo,28.5%
latin_america,tab-profit,transport_infrastructure,sao_paulo,2.9%
latin_america,tab-profit,economic_development,sao_paulo,3.7%
latin_america,tab-profit,ease_of_doing_business,sao_paulo,1.1%
latin_america,tab-profit,tourism,sao_paulo,2.2%
latin_america,tab-profit,connectivity,sao_paulo,10.8%
latin_america,tab-profit,employment,sao_paulo,7.8%
middle_east,tab-profit,all,muscat,26.2%
middle_east,tab-profit,transport_infrastructure,muscat,0.6%
middle_east,tab-profit,economic_development,muscat,5.8%
middle_east,tab-profit,ease_of_doing_business,muscat,5.4%
middle_east,tab-profit,tourism,muscat,4.8%
middle_east,tab-profit,connectivity,muscat,9.7%
middle_east,tab-profit,employment,muscat,0%
latin_america,tab-profit,all,rio_de_janeiro,23.7%
latin_america,tab-profit,transport_infrastructure,rio_de_janeiro,0.5%
latin_america,tab-profit,economic_development,rio_de_janeiro,2.3%
latin_america,tab-profit,ease_of_doing_business,rio_de_janeiro,1.8%
latin_america,tab-profit,tourism,rio_de_janeiro,2.6%
latin_america,tab-profit,connectivity,rio_de_janeiro,9.2%
latin_america,tab-profit,employment,rio_de_janeiro,7.3%
asia,tab-profit,all,tianjin,22.9%
asia,tab-profit,transport_infrastructure,tianjin,2.7%
asia,tab-profit,economic_development,tianjin,4.5%
asia,tab-profit,ease_of_doing_business,tianjin,4.1%
asia,tab-profit,tourism,tianjin,3.1%
asia,tab-profit,connectivity,tianjin,4.2%
asia,tab-profit,employment,tianjin,4.4%
asia,tab-profit,all,jakarta,22.7%
asia,tab-profit,transport_infrastructure,jakarta,4%
asia,tab-profit,economic_development,jakarta,1.4%
asia,tab-profit,ease_of_doing_business,jakarta,1.7%
asia,tab-profit,tourism,jakarta,2.3%
asia,tab-profit,connectivity,jakarta,6.1%
asia,tab-profit,employment,jakarta,7.2%
asia,tab-profit,all,wuhan,21.5%
asia,tab-profit,transport_infrastructure,wuhan,4.1%
asia,tab-profit,economic_development,wuhan,4.2%
asia,tab-profit,ease_of_doing_business,wuhan,4.1%
asia,tab-profit,tourism,wuhan,1.9%
asia,tab-profit,connectivity,wuhan,3.7%
asia,tab-profit,employment,wuhan,3.5%
africa,tab-profit,all,nairobi,21%
africa,tab-profit,transport_infrastructure,nairobi,0.3%
africa,tab-profit,economic_development,nairobi,0%
africa,tab-profit,ease_of_doing_business,nairobi,1.7%
africa,tab-profit,tourism,nairobi,7.3%
africa,tab-profit,connectivity,nairobi,4.4%
africa,tab-profit,employment,nairobi,7.3%
asia,tab-profit,all,manila,19.9%
asia,tab-profit,transport_infrastructure,manila,2%
asia,tab-profit,economic_development,manila,2.3%
asia,tab-profit,ease_of_doing_business,manila,2.6%
asia,tab-profit,tourism,manila,2.4%
asia,tab-profit,connectivity,manila,6.7%
asia,tab-profit,employment,manila,4%
asia,tab-profit,all,chengdu,19.7%
asia,tab-profit,transport_infrastructure,chengdu,5.2%
asia,tab-profit,economic_development,chengdu,2.8%
asia,tab-profit,ease_of_doing_business,chengdu,4.1%
asia,tab-profit,tourism,chengdu,2.1%
asia,tab-profit,connectivity,chengdu,3.7%
asia,tab-profit,employment,chengdu,1.8%
asia,tab-profit,all,mumbai,18.1%
